value1;value2;value3;
9536;867;3880;
9537;58;518;
9538;487;9333;
9539;477;786;
9540;803;9988;
9541;553;9856;
9542;176;746;
9543;792;747;
9544;258;3177;
9545;581;3278;
9546;450;2073;
9547;20;810;
9548;976;1429;
9549;542;3923;
9550;910;4880;
9551;608;888;
9552;168;8738;
9553;594;5261;
9554;888;8371;
9555;805;4582;
9556;373;2834;
9557;934;6739;
9558;364;6098;
9559;495;6851;
9560;127;7186;
9561;749;5734;
9562;57;7879;
9563;292;7539;
9564;428;649;
9565;334;8034;
9566;801;4759;
9567;706;4551;
9568;534;2823;
9569;329;4139;
9570;366;7614;
9571;445;6329;
9572;3;952;
9573;394;4562;
9574;38;8725;
9575;358;1694;
9576;887;5937;
9577;29;8032;
9578;624;4270;
9579;956;9396;
9580;603;2463;
9581;295;2807;
9582;740;1363;
9583;391;9571;
9584;506;1020;
9585;451;9862;
9586;599;1436;
9587;911;478;
9588;542;5004;
9589;354;9731;
9590;724;5016;
9591;529;7520;
9592;671;2873;
9593;209;5808;
9594;243;7168;
9595;90;8385;
9596;739;8524;
9597;494;6392;
9598;989;5641;
9599;193;9617;
9600;782;6469;
9601;379;8752;
9602;981;8400;
9603;912;5801;
9604;916;8703;
9605;41;7320;
9606;664;4973;
9607;764;5630;
9608;809;8367;
9609;470;7466;
9610;757;5842;
9611;176;9439;
9612;152;4164;
9613;575;9847;
9614;798;9355;
9615;805;3044;
9616;816;6694;
9617;46;1454;
9618;13;6862;
9619;701;1679;
9620;456;440;
9621;60;3511;
9622;487;26;
9623;587;6572;
9624;716;9287;
9625;135;2785;
9626;572;857;
9627;444;5250;
9628;180;4858;
9629;237;2601;
9630;44;4767;
9631;904;4993;
9632;620;7666;
9633;463;4021;
9634;506;9034;
9635;792;8883;
9636;726;1049;
9637;887;8642;
9638;557;6578;
9639;457;4125;
9640;593;6724;
9641;809;6603;
9642;770;4232;
9643;424;412;
9644;461;4483;
9645;613;9315;
9646;866;280;
9647;172;3243;
9648;652;4109;
9649;883;4167;
9650;314;8040;
9651;359;9641;
9652;658;6055;
9653;285;7054;
9654;765;9017;
9655;476;181;
9656;382;8043;
9657;72;4922;
9658;612;6211;
9659;746;7396;
9660;86;3282;
9661;66;6455;
9662;438;9850;
9663;311;4934;
9664;926;8813;
9665;709;8041;
9666;639;8973;
9667;397;8678;
9668;937;8661;
9669;946;3903;
9670;437;2931;
9671;319;5305;
9672;998;4256;
9673;839;2324;
9674;61;3294;
9675;556;8043;
9676;260;3165;
9677;649;9338;
9678;794;1881;
9679;779;7175;
9680;725;6292;
9681;130;8511;
9682;518;1179;
9683;101;2462;
9684;750;4376;
9685;755;9833;
9686;671;2372;
9687;598;5596;
9688;341;6310;
9689;466;1931;
9690;971;173;
9691;236;6087;
9692;897;822;
9693;461;7936;
9694;683;1194;
9695;990;3921;
9696;174;8982;
9697;21;4780;
9698;475;8072;
9699;77;2259;
9700;214;5572;
9701;276;9664;
9702;136;5569;
9703;989;6994;
9704;359;6834;
9705;462;9381;
9706;832;2932;
9707;333;3436;
9708;499;881;
9709;483;8685;
9710;645;3055;
9711;178;9449;
9712;787;4393;
9713;867;7174;
9714;754;6407;
9715;864;9051;
9716;387;4028;
9717;864;6360;
9718;555;2796;
9719;896;2368;
9720;473;2424;
9721;111;164;
9722;481;4392;
9723;602;7341;
9724;598;7011;
9725;14;8581;
9726;292;2990;
9727;21;5522;
9728;634;5471;
9729;543;9728;
9730;486;6732;
9731;665;2122;
9732;963;581;
9733;651;2661;
9734;870;5403;
9735;236;5097;
9736;998;9627;
9737;240;4749;
9738;482;1531;
9739;697;5934;
9740;252;1984;
9741;771;8107;
9742;171;6074;
9743;337;4896;
9744;238;1116;
9745;822;7821;
9746;212;3308;
9747;142;4227;
9748;377;179;
9749;451;6106;
9750;91;8881;
9751;867;7202;
9752;155;1600;
9753;198;6004;
9754;998;1411;
9755;773;3827;
9756;475;4876;
9757;702;1861;
9758;351;7287;
9759;244;6888;
9760;980;4502;
9761;739;2803;
9762;392;6953;
9763;418;3962;
9764;410;3097;
9765;401;781;
9766;367;4386;
9767;106;4910;
9768;610;5499;
9769;492;2765;
9770;811;8355;
9771;802;7714;
9772;870;7226;
9773;402;1653;
9774;548;1481;
9775;873;9277;
9776;591;5055;
9777;91;2468;
9778;846;5609;
9779;209;4708;
9780;153;5084;
9781;203;6224;
9782;558;6882;
9783;925;6065;
9784;89;9855;
9785;119;1932;
9786;59;3279;
9787;987;396;
9788;33;2687;
9789;307;3665;
9790;14;9812;
9791;3;5796;
9792;499;1083;
9793;978;3125;
9794;554;6062;
9795;38;9956;
9796;410;9200;
9797;21;233;
9798;204;5510;
9799;824;4976;
9800;204;2561;
9801;666;4004;
9802;835;4156;
9803;702;2935;
9804;817;4686;
9805;78;7131;
9806;856;7549;
9807;968;6432;
9808;732;3232;
9809;643;3051;
9810;199;1374;
9811;183;5087;
9812;985;8472;
9813;267;4234;
9814;876;6928;
9815;816;4511;
9816;125;7893;
9817;50;9035;
9818;854;3212;
9819;358;2390;
9820;873;3116;
9821;111;9912;
9822;247;5766;
9823;115;1430;
9824;335;2352;
9825;842;2808;
9826;666;4188;
9827;151;2008;
9828;178;4713;
9829;239;8216;
9830;755;5350;
9831;415;9280;
9832;778;6158;
9833;674;9539;
9834;922;4453;
9835;967;6046;
9836;245;9853;
9837;705;7356;
9838;696;6997;
9839;432;2697;
9840;679;9023;
9841;325;8033;
9842;983;3036;
9843;962;8355;
9844;634;3559;
9845;816;1623;
9846;533;2027;
9847;226;4313;
9848;798;4017;
9849;983;7602;
9850;825;6026;
9851;877;1106;
9852;890;3301;
9853;840;2508;
9854;388;5709;
9855;139;3373;
9856;824;2898;
9857;837;9898;
9858;330;6163;
9859;852;3205;
9860;45;8501;
9861;936;2987;
9862;118;1299;
9863;829;3870;
9864;325;7426;
9865;676;9754;
9866;376;5615;
9867;844;5462;
9868;3;5543;
9869;610;9737;
9870;954;4626;
9871;495;7639;
9872;719;7469;
9873;784;1686;
9874;622;6707;
9875;817;993;
9876;797;200;
9877;787;7416;
9878;441;5282;
9879;77;210;
9880;492;5380;
9881;726;8752;
9882;643;680;
9883;392;287;
9884;924;8392;
9885;480;8778;
9886;532;1288;
9887;874;4090;
9888;206;4532;
9889;522;7643;
9890;272;9874;
9891;597;9244;
9892;352;2900;
9893;142;5522;
9894;532;1468;
9895;636;6281;
9896;334;9804;
9897;945;5017;
9898;398;3609;
9899;341;2753;
9900;89;8395;
9901;48;290;
9902;136;3156;
9903;639;5706;
9904;171;8666;
9905;950;3340;
9906;116;9571;
9907;260;2617;
9908;225;3548;
9909;36;9133;
9910;281;9782;
9911;128;120;
9912;695;8125;
9913;168;8615;
9914;684;7126;
9915;495;702;
9916;375;5333;
9917;158;4661;
9918;504;2952;
9919;402;684;
9920;194;6948;
9921;745;1964;
9922;742;2698;
9923;930;5356;
9924;684;3301;
9925;898;4108;
9926;477;914;
9927;731;4930;
9928;964;9292;
9929;527;2671;
9930;194;964;
9931;922;9084;
9932;729;4266;
9933;141;6806;
9934;952;8090;
9935;327;7972;
9936;173;309;
9937;534;5777;
9938;354;891;
9939;59;7354;
9940;942;4562;
9941;188;8997;
9942;291;9398;
9943;627;6411;
9944;39;7757;
9945;395;6373;
9946;948;8790;
9947;618;4815;
9948;491;5533;
9949;666;1499;
9950;718;8445;
9951;514;3796;
9952;98;4851;
9953;306;9837;
9954;851;3562;
9955;252;4966;
9956;297;4057;
9957;261;7018;
9958;217;8901;
9959;850;8472;
9960;486;212;
9961;824;2236;
9962;414;7343;
9963;60;7994;
9964;113;8307;
9965;129;8342;
9966;588;6325;
9967;543;66;
9968;852;2911;
9969;632;7253;
9970;798;5820;
9971;575;3557;
9972;596;9547;
9973;914;369;
9974;977;1443;
9975;390;6189;
9976;29;1108;
9977;489;9322;
9978;596;5829;
9979;858;481;
9980;456;7632;
9981;580;4572;
9982;439;6806;
9983;170;8354;
9984;632;448;
9985;309;1293;
9986;903;6611;
9987;721;9386;
9988;168;7183;
9989;686;8796;
9990;720;6005;
9991;697;5261;
9992;470;9042;
9993;890;1522;
9994;137;5628;
9995;105;4601;
9996;595;9479;
9997;258;2914;
9998;3;1893;
9999;759;2103;
